Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
6100 Lee Hwy,Chattanooga,TN,37421,4/7/2024 0:48,TN0330100,C4,Charlie S,90D,Driving Under The Influence,Part 2 Crimes,24-030809,2,Cleared by Arrest,35.030548,,-85.187367,POINT (-85.187367 35.030548),6
6100 Lee Hwy,Chattanooga,TN,37421,4/7/2024 0:48,TN0330100,C4,Charlie S,90Z,All Other Offenses,Part 2 Crimes,24-030809,2,Cleared by Arrest,35.028968,,-85.1868,POINT (-85.1868 35.028968),6
2300 Glass St,Chattanooga,TN,37406,4/7/2024 1:00,TN0330100,B2,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-030870,4,Inactive/Suspended,35.064732,Glass Farms,-85.251672,POINT (-85.251672 35.064732),9
3700 Modern Industries Pkwy,Chattanooga,TN,37419,4/7/2024 1:25,TN0330100,A13,Adam S,91Z,Vehicle Recovered Stolen Outside of Chattanooga,,24-030811,I,Closed,35.015052000000004,,-85.385493,POINT (-85.385493 35.015052),1
1800 Rossville Ave,Chattanooga,TN,37408,4/7/2024 1:27,TN0330100,A10,Adam S,90D,Driving Under The Influence,Part 2 Crimes,24-030810,2,Cleared by Arrest,35.031875,Jefferson Hgts,-85.303112,POINT (-85.303112 35.031875),7
7700 Lee Hwy,Chattanooga,TN,37421,4/7/2024 1:40,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-030813,3,Pending/Possible Leads,35.061916000000004,,-85.134593,POINT (-85.134593 35.061916),6
700 Signal Mountain Rd,Chattanooga,TN,37405,4/7/2024 1:46,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-030812,3,Pending/Possible Leads,35.098698,,-85.32805,POINT (-85.32805 35.098698),1
400 Thornton Ave,Chattanooga,TN,37411,4/7/2024 2:00,TN0330100,C2,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-030871,4,Inactive/Suspended,35.011033999999995,Belvoir,-85.241157,POINT (-85.241157 35.011034),6
2500 De Sales Ave,Chattanooga,TN,37404,4/7/2024 2:00,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-030822,3,Pending/Possible Leads,35.041762999999996,Glenwood,-85.260679,POINT (-85.260679 35.041763),9
800 Wheeler Ave,Chattanooga,TN,37406,4/7/2024 2:00,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-030815,3,Pending/Possible Leads,35.044998,Wheeler Ave,-85.262045,POINT (-85.262045 35.044998),8
E 10th St & Houston St,Chattanooga,TN,37402,4/7/2024 2:25,TN0330100,A9,Adam S,91Z,Field Interview,,24-030826,3,Pending/Possible Leads,35.043314,Martin Luther King,-85.305503,POINT (-85.305503 35.043314),8
1800 S Highland Park Ave,Chattanooga,TN,37404,4/7/2024 2:46,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,24-030823,2,Cleared by Arrest,35.025580999999995,,-85.289163,POINT (-85.289163 35.025581),8
2400 Glass St,Chattanooga,TN,37406,4/7/2024 3:24,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,24-030828,2,Cleared by Arrest,35.065821,Glass Farms,-85.249971,POINT (-85.249971 35.065821),9
2400 Glass St,Chattanooga,TN,37406,4/7/2024 3:24,TN0330100,B2,Baker N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-030828,2,Cleared by Arrest,35.065933,Glass Farms,-85.250609,POINT (-85.250609 35.065933),9
1400 Chamberlain Ave,Chattanooga,TN,37404,4/7/2024 3:32,TN0330100,B5,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030910,3,Pending/Possible Leads,35.035925999999996,Highland Park,-85.281332,POINT (-85.281332 35.035926),9
4300 Highway 58,Chattanooga,TN,37416,4/7/2024 3:34,TN0330100,C5,Charlie N,520,Weapon Law Violations,Part 1 Crimes,24-030838,2,Cleared by Arrest,35.085649000000004,,-85.204061,POINT (-85.204061 35.085649),3
4300 Highway 58,Chattanooga,TN,37416,4/7/2024 3:34,TN0330100,C5,Charlie N,90D,Driving Under The Influence,Part 2 Crimes,24-030838,2,Cleared by Arrest,35.084506,,-85.202787,POINT (-85.202787 35.084506),3
4300 Highway 58,Chattanooga,TN,37416,4/7/2024 3:34,TN0330100,C5,Charlie N,90Z,All Other Offenses,Part 2 Crimes,24-030838,2,Cleared by Arrest,35.085126,,-85.202381,POINT (-85.202381 35.085126),3
6100 Vance Cir,Chattanooga,TN,37421,4/7/2024 3:45,TN0330100,C4,Charlie S,91Z,Suspicious Activity,,24-030830,3,Pending/Possible Leads,35.035959,,-85.189631,POINT (-85.189631 35.035959),6
3900 Juniper St,Chattanooga,TN,37421,4/7/2024 4:00,TN0330100,C1,Charlie S,91Z,Miscellaneous Information,,24-030834,3,Pending/Possible Leads,35.061278,,-85.212438,POINT (-85.212438 35.061278),5
2000 Shepherd Rd,Chattanooga,TN,37421,4/7/2024 4:11,TN0330100,C6,Charlie N,90Z,All Other Offenses,Part 2 Crimes,24-030835,2,Cleared by Arrest,35.04189,Shepherd,-85.185591,POINT (-85.185591 35.04189),6
2000 Shepherd Rd,Chattanooga,TN,37421,4/7/2024 4:11,TN0330100,C6,Charlie N,90D,Driving Under The Influence,Part 2 Crimes,24-030835,2,Cleared by Arrest,35.042661,Shepherd,-85.18671,POINT (-85.18671 35.042661),6
2800 Curtis St,Chattanooga,TN,37406,4/7/2024 4:19,TN0330100,B2,Baker N,91Z,Miscellaneous Information,,24-030836,3,Pending/Possible Leads,35.069646999999996,Boyce Station,-85.252073,POINT (-85.252073 35.069647),8
2800 Curtis St,Chattanooga,TN,37406,4/7/2024 4:21,TN0330100,B2,Baker N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-030839,3,Pending/Possible Leads,35.070496999999996,Boyce Station,-85.253306,POINT (-85.253306 35.070497),8
2800 Curtis St,Chattanooga,TN,37406,4/7/2024 4:21,TN0330100,B2,Baker N,35B,Drug Equipment Violations,Part 1 Crimes,24-030839,3,Pending/Possible Leads,35.070997,Boyce Station,-85.252964,POINT (-85.252964 35.070997),8
200 W 37th St,Chattanooga,TN,37410,4/7/2024 6:18,TN0330100,A11,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030846,3,Pending/Possible Leads,35.007149,,-85.312285,POINT (-85.312285 35.007149),7
7700 Aspen Lodge Way,Chattanooga,TN,37421,4/7/2024 6:33,TN0330100,C8,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030845,3,Pending/Possible Leads,35.007194999999996,,-85.158863,POINT (-85.158863 35.007195),4
3700 Central Ave,Chattanooga,TN,37410,4/7/2024 6:45,TN0330100,A11,Adam S,91Z,Miscellaneous Information,,24-030848,3,Pending/Possible Leads,35.005589,,-85.309942,POINT (-85.309942 35.005589),7
6800 Conner Ln,Chattanooga,TN,37421,4/7/2024 6:49,TN0330100,C6,Charlie N,91Z,Miscellaneous Information,,24-030849,3,Pending/Possible Leads,35.042266000000005,,-85.164654,POINT (-85.164654 35.042266),6
2400 Williams St,Chattanooga,TN,37408,4/7/2024 6:54,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-030850,3,Pending/Possible Leads,35.028106,,-85.312653,POINT (-85.312653 35.028106),7
Cherokee Blvd,Chattanooga,TN,37405,4/7/2024 7:00,TN0330100,A5,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,24-030905,4,Inactive/Suspended,35.062442000000004,,-85.309199,POINT (-85.309199 35.062442),1
500 Signal Mountain Rd,Chattanooga,TN,37405,4/7/2024 7:44,TN0330100,A5,Adam N,91Z,Field Interview,,24-030851,3,Pending/Possible Leads,35.095252,,-85.330904,POINT (-85.330904 35.095252),1
800 Linden Hall Rd,Chattanooga,TN,37415,4/7/2024 8:00,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-030863,3,Pending/Possible Leads,35.10423,Stuart Heights,-85.280726,POINT (-85.280726 35.10423),2
1100 Airport Rd,Chattanooga,TN,37421,4/7/2024 8:22,TN0330100,C4,Charlie S,91Z,Field Interview,,24-030859,3,Pending/Possible Leads,35.046681,Shepherd,-85.20004,POINT (-85.20004 35.046681),5
3100 Broad St,Chattanooga,TN,37408,4/7/2024 8:27,TN0330100,A11,Adam S,13B,Simple Assault,Part 1 Crimes,24-030858,3,Pending/Possible Leads,35.020454,,-85.321707,POINT (-85.321707 35.020454),7
900 E 3rd St,Chattanooga,TN,37403,4/7/2024 8:40,TN0330100,A8,Adam S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-030861,2,Cleared by Arrest,35.047449,Fort Wood,-85.291305,POINT (-85.291305 35.047449),8
900 E 3rd St,Chattanooga,TN,37403,4/7/2024 8:40,TN0330100,A8,Adam S,35B,Drug Equipment Violations,Part 1 Crimes,24-030861,2,Cleared by Arrest,35.047857,,-85.290688,POINT (-85.290688 35.047857),8
500 Signal Mountain Rd,Chattanooga,TN,37405,4/7/2024 8:46,TN0330100,A5,Adam N,91Z,Field Interview,,24-030856,3,Pending/Possible Leads,35.093759000000006,,-85.330881,POINT (-85.330881 35.093759),1
700 E 11th St,Chattanooga,TN,37403,4/7/2024 8:50,TN0330100,A9,Adam S,90J,Trespass Of Real Property,Part 2 Crimes,24-030862,2,Cleared by Arrest,35.039788,,-85.299593,POINT (-85.299593 35.039788),8
400 Chestnut St,Chattanooga,TN,37402,4/7/2024 9:40,TN0330100,A7,Adam S,91Z,Miscellaneous Information,,24-030869,3,Pending/Possible Leads,35.051007,,-85.313156,POINT (-85.313156 35.051007),7
7600 Lee Hwy,Chattanooga,TN,37421,4/7/2024 10:37,TN0330100,C9,Charlie N,91Z,Serving Warrant,,24-030889,2,Cleared by Arrest,35.056904,,-85.137466,POINT (-85.137466 35.056904),6
3800 Cheviot Dr,Chattanooga,TN,37411,4/7/2024 10:56,TN0330100,C2,Charlie S,240,Motor Vehicle Theft,Part 1 Crimes,24-030882,4,Inactive/Suspended,35.033122999999996,,-85.237104,POINT (-85.237104 35.033123),9
1900 Wilson St,Chattanooga,TN,37406,4/7/2024 10:58,TN0330100,B3,Baker N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-030884,3,Pending/Possible Leads,35.052150999999995,Avondale,-85.266251,POINT (-85.266251 35.052151),8
1900 Wilson St,Chattanooga,TN,37406,4/7/2024 10:58,TN0330100,B3,Baker N,90Z,All Other Offenses,Part 2 Crimes,24-030884,3,Pending/Possible Leads,35.052468,Avondale,-85.264726,POINT (-85.264726 35.052468),8
4500 Cloverdale Loop,Chattanooga,TN,37343,4/7/2024 11:00,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-030888,3,Pending/Possible Leads,35.130168000000005,,-85.253767,POINT (-85.253767 35.130168),2
3900 Grace Ave,Chattanooga,TN,37406,4/7/2024 11:15,TN0330100,B1,Baker N,35B,Drug Equipment Violations,Part 1 Crimes,24-030892,2,Cleared by Arrest,35.083087,,-85.235259,POINT (-85.235259 35.083087),9
3900 Grace Ave,Chattanooga,TN,37406,4/7/2024 11:15,TN0330100,B1,Baker N,13B,Simple Assault,Part 1 Crimes,24-030892,2,Cleared by Arrest,35.082529,,-85.235233,POINT (-85.235233 35.082529),9
3900 Grace Ave,Chattanooga,TN,37406,4/7/2024 11:15,TN0330100,B1,Baker N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-030892,2,Cleared by Arrest,35.082738,,-85.236642,POINT (-85.236642 35.082738),9
3900 Manor Rd,Chattanooga,TN,37411,4/7/2024 11:16,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-030887,3,Pending/Possible Leads,35.020339,21st Century,-85.239493,POINT (-85.239493 35.020339),5
900 E 3rd St,Chattanooga,TN,37403,4/7/2024 11:20,TN0330100,A8,Adam S,92Z,,,24-030890,3,Pending/Possible Leads,35.047863,Fort Wood,-85.291064,POINT (-85.291064 35.047863),8
6900 Edith Ln,Chattanooga,TN,37421,4/7/2024 11:20,TN0330100,C8,Charlie N,91Z,Miscellaneous Information,,24-030891,3,Pending/Possible Leads,35.025359,,-85.17187,POINT (-85.17187 35.025359),4
4500 Highway 58,Chattanooga,TN,37416,4/7/2024 11:42,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-030899,3,Pending/Possible Leads,35.084866,Lake Hills,-85.195432,POINT (-85.195432 35.084866),5
4000 Grand Ave,Chattanooga,TN,37410,4/7/2024 11:57,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-030898,3,Pending/Possible Leads,35.006958000000004,Southside Chatt,-85.319001,POINT (-85.319001 35.006958),7
5700 Lake Resort Dr,Chattanooga,TN,37415,4/7/2024 11:58,TN0330100,A2,Adam N,26C,Impersonation,Part 1 Crimes,24-031197,3,Pending/Possible Leads,35.111097,,-85.21592,POINT (-85.21592 35.111097),3
3800 Rae Trl,Chattanooga,TN,37406,4/7/2024 12:00,TN0330100,C1,Charlie S,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,24-031390,4,Inactive/Suspended,35.048549,North Brainerd,-85.226176,POINT (-85.226176 35.048549),5
4200 Grand Ave,Chattanooga,TN,37410,4/7/2024 12:00,TN0330100,A12,Adam S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-031550,3,Pending/Possible Leads,35.004858,Southside Chatt,-85.318715,POINT (-85.318715 35.004858),7
6200 Fisk Ave,Chattanooga,TN,37421,4/7/2024 12:16,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-030901,3,Pending/Possible Leads,35.036998000000004,Shepherd,-85.184644,POINT (-85.184644 35.036998),6
1100 Ridge Top Dr,Chattanooga,TN,37421,4/7/2024 12:30,TN0330100,C8,Charlie N,91Z,Miscellaneous Information,,24-030902,3,Pending/Possible Leads,35.004925,Audubon,-85.171611,POINT (-85.171611 35.004925),6
3100 Broad St,Chattanooga,TN,37408,4/7/2024 12:45,TN0330100,A11,Adam S,91Z,Miscellaneous Information,,24-030908,3,Pending/Possible Leads,35.019127000000005,,-85.321503,POINT (-85.321503 35.019127),7
1308-139 Central Ave,Chattanooga,TN,37408,4/7/2024 12:50,TN0330100,B5,Baker S,91Z,Miscellaneous Information,,24-030907,3,Pending/Possible Leads,35.031915000000005,,-85.296467,POINT (-85.296467 35.031915),7
400 Market St,Chattanooga,TN,37402,4/7/2024 13:04,TN0330100,A7,Adam S,91Z,Miscellaneous Information,,24-030912,3,Pending/Possible Leads,35.051666,,-85.309678,POINT (-85.309678 35.051666),7
300 Booth Rd,Chattanooga,TN,37411,4/7/2024 13:17,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-030919,3,Pending/Possible Leads,35.030661,,-85.244159,POINT (-85.244159 35.030661),9
4700 Calderwood Cir,Chattanooga,TN,37416,4/7/2024 13:38,TN0330100,C5,Charlie N,720,,,24-030924,3,Pending/Possible Leads,35.087962000000005,Lake Hills,-85.185965,POINT (-85.185965 35.087962),5
4900 Guild Trl,Chattanooga,TN,37409,4/7/2024 13:44,TN0330100,A12,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-031015,2,Cleared by Arrest,34.99479,St. Elmo,-85.332785,POINT (-85.332785 34.99479),7
4400 Kings Lake Ct,Chattanooga,TN,37416,4/7/2024 13:53,TN0330100,C5,Charlie N,91Z,Miscellaneous Information,,24-030931,3,Pending/Possible Leads,35.090294,Lake Chickamauga,-85.212493,POINT (-85.212493 35.090294),3
5100 Regency Ct,Chattanooga,TN,37421,4/7/2024 13:55,TN0330100,C7,Charlie N,91Z,Miscellaneous Information,,24-030941,3,Pending/Possible Leads,35.036791,,-85.143387,POINT (-85.143387 35.036791),4
5300 Slayton Ave,Chattanooga,TN,37410,4/7/2024 14:00,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-030956,3,Pending/Possible Leads,34.988203000000006,Alton Park/ Piney Woods,-85.321681,POINT (-85.321681 34.988203),7
700 N Holly St,Chattanooga,TN,37404,4/7/2024 14:00,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-030928,3,Pending/Possible Leads,35.047509,Bushtown,-85.273963,POINT (-85.273963 35.047509),8
1700 Urban Trl,Chattanooga,TN,37405,4/7/2024 14:08,TN0330100,A5,Adam N,91Z,Damaged Property Accidental,,24-030926,3,Pending/Possible Leads,35.082558000000006,,-85.321749,POINT (-85.321749 35.082558),1
1400 Gunbarrel Rd,Chattanooga,TN,37421,4/7/2024 14:10,TN0330100,C8,Charlie N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-030947,3,Pending/Possible Leads,35.015429000000005,Concord Highland,-85.163964,POINT (-85.163964 35.015429),4
2000 E Main St,Chattanooga,TN,37404,4/7/2024 14:20,TN0330100,B6,Baker S,13B,Simple Assault,Part 1 Crimes,24-030938,3,Pending/Possible Leads,35.025375000000004,Oak Grove,-85.279351,POINT (-85.279351 35.025375),8
3200 Broad St,Chattanooga,TN,37408,4/7/2024 14:27,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-030939,3,Pending/Possible Leads,35.019353,,-85.321735,POINT (-85.321735 35.019353),7
1900 Appling St,Chattanooga,TN,37406,4/7/2024 14:45,TN0330100,B2,Baker N,90Z,All Other Offenses,Part 2 Crimes,24-030944,3,Pending/Possible Leads,35.067952,Boyce Station,-85.255374,POINT (-85.255374 35.067952),8
100 W 21st St,Chattanooga,TN,37408,4/7/2024 14:49,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-030948,3,Pending/Possible Leads,35.03163,,-85.312417,POINT (-85.312417 35.03163),7
100 Market St,Chattanooga,TN,37402,4/7/2024 14:50,TN0330100,A7,Adam S,91Z,Miscellaneous Information,,24-030953,3,Pending/Possible Leads,35.055825999999996,,-85.308687,POINT (-85.308687 35.055826),7
7200 Lee Hwy,Chattanooga,TN,37421,4/7/2024 14:50,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-030945,3,Pending/Possible Leads,35.05274300000001,,-85.152198,POINT (-85.152198 35.052743),6
700 Frazier Cir,Chattanooga,TN,37411,4/7/2024 14:56,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-030949,3,Pending/Possible Leads,35.036776,,-85.237097,POINT (-85.237097 35.036776),9
300 Mcbrien Rd,Chattanooga,TN,37411,4/7/2024 15:05,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-030933,3,Pending/Possible Leads,35.005798999999996,,-85.2241,POINT (-85.2241 35.005799),6
3800 Hixson Pike,Chattanooga,TN,37415,4/7/2024 15:10,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-030962,3,Pending/Possible Leads,35.111771,,-85.27217,POINT (-85.27217 35.111771),2
3800 Hixson Pike,Chattanooga,TN,37415,4/7/2024 15:10,TN0330100,A3,Adam N,91Z,Property Found,,24-030958,3,Pending/Possible Leads,35.110775000000004,,-85.270797,POINT (-85.270797 35.110775),2
600 Market St,Chattanooga,TN,37402,4/7/2024 15:15,TN0330100,A7,Adam S,91Z,Suspicious Activity,,24-030959,3,Pending/Possible Leads,35.04927300000001,,-85.308649,POINT (-85.308649 35.049273),7
400 Greenway View Dr,Chattanooga,TN,37411,4/7/2024 15:16,TN0330100,C3,Charlie S,13B,Simple Assault,Part 1 Crimes,24-030955,3,Pending/Possible Leads,35.008166,,-85.204762,POINT (-85.204762 35.008166),6
3800 Memphis Dr,Chattanooga,TN,37415,4/7/2024 15:16,TN0330100,A3,Adam N,91Z,Suspicious Activity,,24-030940,3,Pending/Possible Leads,35.109961,Fairfax/ Bagwell,-85.253556,POINT (-85.253556 35.109961),2
700 Mansion Cir,Chattanooga,TN,37405,4/7/2024 15:20,TN0330100,A4,Adam N,91Z,Miscellaneous Information,,24-030961,3,Pending/Possible Leads,35.080451,,-85.297028,POINT (-85.297028 35.080451),2
700 Black Creek Dr,Chattanooga,TN,37410,4/7/2024 15:35,TN0330100,A13,Adam S,91Z,Mental Health Call,,24-030929,3,Pending/Possible Leads,35.017327,,-85.399164,POINT (-85.399164 35.017327),1
1000 W 37th St,Chattanooga,TN,37410,4/7/2024 15:36,TN0330100,A12,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-030957,4,Inactive/Suspended,35.00928,,-85.320735,POINT (-85.320735 35.00928),7
2100 Raulston St,Chattanooga,TN,37404,4/7/2024 16:00,TN0330100,B4,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-031356,4,Inactive/Suspended,35.042131999999995,Churchville,-85.26674,POINT (-85.26674 35.042132),8
100 N Market St,Chattanooga,TN,37405,4/7/2024 16:00,TN0330100,A4,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,24-031088,4,Inactive/Suspended,35.063339,Northside/Cherokee,-85.308397,POINT (-85.308397 35.063339),2
2100 Rawlings St,Chattanooga,TN,37406,4/7/2024 16:15,TN0330100,B3,Baker N,13B,Simple Assault,Part 1 Crimes,24-030972,2,Cleared by Arrest,35.047047,Avondale,-85.264823,POINT (-85.264823 35.047047),8
200 S Marks Ave,Chattanooga,TN,37411,4/7/2024 16:15,TN0330100,C3,Charlie S,91Z,Miscellaneous Information,,24-030966,3,Pending/Possible Leads,35.008413,South Brainerd,-85.227136,POINT (-85.227136 35.008413),6
1600 Milne St,Chattanooga,TN,37406,4/7/2024 16:25,TN0330100,B3,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-030978,4,Inactive/Suspended,35.049723,Bushtown,-85.272933,POINT (-85.272933 35.049723),8
1300 E 3rd St,Chattanooga,TN,37404,4/7/2024 16:28,TN0330100,B4,Baker N,91Z,Field Interview,,24-030973,3,Pending/Possible Leads,35.043461,Orchard Knob,-85.279909,POINT (-85.279909 35.043461),8
700 Young Ave,Chattanooga,TN,37405,4/7/2024 16:30,TN0330100,A4,Adam N,91Z,Miscellaneous Information,,24-030976,3,Pending/Possible Leads,35.065874,,-85.291514,POINT (-85.291514 35.065874),2
500 Lookout St,Chattanooga,TN,37403,4/7/2024 16:39,TN0330100,A7,Adam S,91Z,Mental Health Call,,24-030979,3,Pending/Possible Leads,35.050267000000005,,-85.30642,POINT (-85.30642 35.050267),7
200 W 38th St,Chattanooga,TN,37410,4/7/2024 16:50,TN0330100,A12,Adam S,90Z,All Other Offenses,Part 2 Crimes,24-030986,3,Pending/Possible Leads,35.005096,Southside Chatt,-85.312487,POINT (-85.312487 35.005096),7
1900 Market St,Chattanooga,TN,37408,4/7/2024 17:10,TN0330100,A10,Adam S,91Z,All Other Traffic Offenses,,24-031007,3,Pending/Possible Leads,35.032979,Fort Negley,-85.307747,POINT (-85.307747 35.032979),7
9100 Amos Rd,Chattanooga,TN,37363,4/7/2024 17:30,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-031001,3,Pending/Possible Leads,35.093451,,-85.059495,POINT (-85.059495 35.093451),6
2300 Windsor St,Chattanooga,TN,37406,4/7/2024 17:39,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-030998,3,Pending/Possible Leads,35.046499,Avondale,-85.261697,POINT (-85.261697 35.046499),8
3000 Prestons Station Dr,Chattanooga,TN,37343,4/7/2024 17:54,TN0330100,A2,Adam N,91Z,Miscellaneous Information,,24-030999,3,Pending/Possible Leads,35.134408,,-85.212256,POINT (-85.212256 35.134408),3
5900 Shallowford Rd,Chattanooga,TN,37421,4/7/2024 18:00,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-031023,3,Pending/Possible Leads,35.053523999999996,Shepherd,-85.192035,POINT (-85.192035 35.053524),6
3200 Amnicola Hwy,Chattanooga,TN,37406,4/7/2024 18:00,TN0330100,B1,Baker N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-031042,3,Pending/Possible Leads,35.080273000000005,Riverside Area,-85.264442,POINT (-85.264442 35.080273),8
7400 Bonny Oaks Dr,Chattanooga,TN,37421,4/7/2024 18:00,TN0330100,C9,Charlie N,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,24-031090,3,Pending/Possible Leads,35.061889,,-85.133876,POINT (-85.133876 35.061889),6
2100 Gunbarrel Rd,Chattanooga,TN,37421,4/7/2024 18:15,TN0330100,C7,Charlie N,23A,Pocket Picking,Part 1 Crimes,24-031003,3,Pending/Possible Leads,35.035669,,-85.150569,POINT (-85.150569 35.035669),4
2100 E 23rd St,Chattanooga,TN,37404,4/7/2024 18:25,TN0330100,B6,Baker S,91Z,Miscellaneous Information,,24-031014,3,Pending/Possible Leads,35.018393999999994,Oak Grove,-85.280813,POINT (-85.280813 35.018394),8
Davidson Rd & Gunbarrel Rd,Chattanooga,TN,37421,4/7/2024 18:28,TN0330100,C8,Charlie N,91Z,Damaged Property Accidental,,24-031013,3,Pending/Possible Leads,35.003037,Audubon,-85.171624,POINT (-85.171624 35.003037),6
